ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,Factor
GO:0070371,ERK1 and ERK2 cascade,13/279,319/18986,0.04075235109717868,2.7732047954517363,3.9005181595596556,9.255580251232532e-4,0.034822022316494845,NA,PRKD2/CX3CL1/CCR1/LIF/SPRED2/NDRG2/NOD2/CEACAM1/NDRG4/MARCO/PTPN22/EDN1/OXTR,13,Factor4
GO:0042060,wound healing,16/279,444/18986,0.036036036036036036,2.4522587103232265,3.7814861656832934,9.308081373289279e-4,0.034822022316494845,NA,CX3CL1/FCER1G/PROCR/CLIC1/VAV2/GP5/SERPINE1/WFDC1/ANO5/DGKG/CEACAM1/SLC7A11/ITGA5/ST3GAL4/PLSCR1/EDN1,16,Factor4
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,6/279,77/18986,0.07792207792207792,5.302611367127496,4.62006973879482,9.448452139866142e-4,0.03497895719279612,NA,PTK6/IFNAR1/HES5/CAMK2A/GADD45A/PARP14,6,Factor4
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,10/279,206/18986,0.04854368932038835,3.3034067578383266,4.059399390048398,9.741599973768024e-4,0.03545253409709037,NA,RSAD2/CLCF1/LGALS1/NOD2/CEACAM1/HLA-A/STAT5A/SPN/NLRP3/HLA-B,10,Factor4
GO:0097529,myeloid leukocyte migration,11/279,243/18986,0.04526748971193416,3.080460787350473,3.9861023710737586,9.775881658736232e-4,0.03545253409709037,NA,CX3CL1/CCR1/FCER1G/TREM1/SERPINE1/NOD2/LGALS3/CD200R1/SLAMF8/MMP14/EDN1,11,Factor4
GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,3/279,14/18986,0.21428571428571427,14.582181259600613,6.208437466322012,0.001013451306547187,0.03638187821685558,NA,HLA-DMB/LGALS3/TYROBP,3,Factor4
GO:0070723,response to cholesterol,4/279,31/18986,0.12903225806451613,8.780668285350906,5.294697858153174,0.001050478945908811,0.03663106973201802,NA,GRAMD1B/OSBPL7/MLC1/MIR182,4,Factor4
GO:0042267,natural killer cell mediated cytotoxicity,6/279,79/18986,0.0759493670886076,5.168368041377433,4.533917572720587,0.0010810276423497145,0.03663106973201802,NA,CD160/CEACAM1/HLA-A/CD2/AP1G1/HLA-B,6,Factor4
GO:0002709,regulation of T cell mediated immunity,7/279,108/18986,0.06481481481481481,4.4106597637063585,4.340878336692949,0.0010822347557292887,0.03663106973201802,NA,RSAD2/NOD2/CEACAM1/HLA-A/SPN/NLRP3/HLA-B,7,Factor4
GO:0003333,amino acid transmembrane transport,7/279,108/18986,0.06481481481481481,4.4106597637063585,4.340878336692949,0.0010822347557292887,0.03663106973201802,NA,SLC38A7/SLC25A2/ARL6IP5/SLC6A6/TTYH3/SLC7A11/LRRC8C,7,Factor4
GO:0032760,positive regulation of tumor necrosis factor production,7/279,108/18986,0.06481481481481481,4.4106597637063585,4.340878336692949,0.0010822347557292887,0.03663106973201802,NA,TLR3/ARFGEF2/NOD2/ARHGEF2/TYROBP/CD2/SPN,7,Factor4
GO:1990266,neutrophil migration,7/279,108/18986,0.06481481481481481,4.4106597637063585,4.340878336692949,0.0010822347557292887,0.03663106973201802,NA,CX3CL1/FCER1G/TREM1/NOD2/LGALS3/SLAMF8/EDN1,7,Factor4
GO:0002702,positive regulation of production of molecular mediator of immune response,8/279,140/18986,0.05714285714285714,3.8885816692268302,4.1893283876935286,0.0011042478286983008,0.03702355455843171,NA,RSAD2/CLCF1/TLR3/CD160/NOD2/HLA-A/BCL10/NLRP3,8,Factor4
GO:0002573,myeloid leukocyte differentiation,11/279,247/18986,0.044534412955465584,3.0305747826970233,3.9228309106912493,0.0011156178844357288,0.03705519589985589,NA,CCR1/LIF/CD101/MIR125B1/TLR3/MMP9/CASP8/CEACAM1/TYROBP/FOXP1/STAT5A,11,Factor4
GO:0030168,platelet activation,8/279,141/18986,0.05673758865248227,3.8610030758280582,4.164234130858092,0.001156084098531446,0.03786024735039447,NA,FCER1G/CLIC1/VAV2/GP5/DGKG/CEACAM1/SLC7A11/PLSCR1,8,Factor4
GO:0050771,negative regulation of axonogenesis,5/279,54/18986,0.09259259259259259,6.300942519580512,4.763838788852503,0.0011611612158674725,0.03786024735039447,NA,ULK2/ULK1/SPP1/RTN4R/RYK,5,Factor4
GO:0060326,cell chemotaxis,13/279,328/18986,0.039634146341463415,2.697110761430195,3.7863424811438136,0.0011910212863461432,0.03848081501521994,NA,PRKD2/CX3CL1/CCR1/FCER1G/TREM1/BCAR1/SERPINE1/NOD2/LGALS3/SLAMF8/EDN1/BIN2/LOX,13,Factor4
GO:0097306,cellular response to alcohol,7/279,110/18986,0.06363636363636363,4.330465949820788,4.2781074217444,0.0012048836098389661,0.03857798512943861,NA,GRAMD1B/CTNNA1/IGF1R/OSBPL7/SLC5A5/MLC1/MIR182,7,Factor4
GO:0042093,T-helper cell differentiation,6/279,81/18986,0.07407407407407407,5.040754015664409,4.45063430443191,0.0012317834877915502,0.03908712960367115,NA,LGALS1/SHB/FOXP1/STAT5A/SPN/NLRP3,6,Factor4
GO:0002715,regulation of natural killer cell mediated immunity,5/279,55/18986,0.09090909090909091,6.186379928315413,4.70396654242156,0.0012621575084372967,0.039597700574558366,NA,CD160/CEACAM1/HLA-A/AP1G1/HLA-B,5,Factor4
GO:0007229,integrin-mediated signaling pathway,7/279,111/18986,0.06306306306306306,4.291452743065646,4.247280684562176,0.0012701569683454287,0.039597700574558366,NA,BCAR1/ITGAX/CTNNA1/ITGA2B/CEACAM1/ITGA5/LAT,7,Factor4
GO:0002237,response to molecule of bacterial origin,14/279,375/18986,0.037333333333333336,2.540540023894863,3.6796718849457783,0.0013783389874770621,0.04259666749124764,NA,CX3CL1/BPI/IFNAR1/SERPINE1/NOD2/MMP9/CASP8/BCL10/PTPN22/FOXP1/GIT1/EDN1/GPX4/NLRP3,14,Factor4
GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",6/279,83/18986,0.07228915662650602,4.919290063479726,4.370050087917708,0.0013981164869335523,0.04283539650484349,NA,LGALS1/SHB/FOXP1/STAT5A/SPN/NLRP3,6,Factor4
GO:1903034,regulation of response to wounding,9/279,181/18986,0.049723756906077346,3.3837105685261095,3.935151616085206,0.0014655262162296128,0.04368908542419485,NA,SERPINE1/WFDC1/IGF1R/CEACAM1/SPP1/ST3GAL4/RTN4R/GIT1/EDN1,9,Factor4
GO:0002228,natural killer cell mediated immunity,6/279,84/18986,0.07142857142857142,4.860727086533538,4.330720895992908,0.0014874449455057896,0.04368908542419485,NA,CD160/CEACAM1/HLA-A/CD2/AP1G1/HLA-B,6,Factor4
GO:0002287,alpha-beta T cell activation involved in immune response,6/279,84/18986,0.07142857142857142,4.860727086533538,4.330720895992908,0.0014874449455057896,0.04368908542419485,NA,LGALS1/SHB/FOXP1/STAT5A/SPN/NLRP3,6,Factor4
GO:0002293,alpha-beta T cell differentiation involved in immune response,6/279,84/18986,0.07142857142857142,4.860727086533538,4.330720895992908,0.0014874449455057896,0.04368908542419485,NA,LGALS1/SHB/FOXP1/STAT5A/SPN/NLRP3,6,Factor4
GO:0051149,positive regulation of muscle cell differentiation,6/279,84/18986,0.07142857142857142,4.860727086533538,4.330720895992908,0.0014874449455057896,0.04368908542419485,NA,ATP11A/MIR125B1/MAPK12/MMP14/EDN1/KAT2A,6,Factor4
GO:0071675,regulation of mononuclear cell migration,8/279,147/18986,0.05442176870748299,3.7034111135493624,4.018344514050437,0.0015092981042635993,0.04372594089337642,NA,CX3CL1/CCR1/SERPINE1/LGALS3/CD200R1/SLAMF8/MMP14/SPN,8,Factor4
GO:0016045,detection of bacterium,3/279,16/18986,0.1875,12.759408602150538,5.746681610492094,0.0015256096428752607,0.04372594089337642,NA,NOD2/HLA-A/HLA-B,3,Factor4
GO:0044849,estrous cycle,3/279,16/18986,0.1875,12.759408602150538,5.746681610492094,0.0015256096428752607,0.04372594089337642,NA,IGF1R/HAS2/OXTR,3,Factor4
GO:0045637,regulation of myeloid cell differentiation,10/279,219/18986,0.045662100456621,3.107314119245184,3.8305332516219828,0.0015426418007712293,0.043860391679527586,NA,CCR1/LIF/CD101/MIR125B1/TLR3/CASP8/CEACAM1/TYROBP/FOXP1/LOX,10,Factor4
GO:0030593,neutrophil chemotaxis,6/279,85/18986,0.07058823529411765,4.803542061986085,4.292009003970869,0.0015810552846423262,0.0445957974731653,NA,CX3CL1/FCER1G/TREM1/NOD2/LGALS3/EDN1,6,Factor4
GO:0031638,zymogen activation,5/279,58/18986,0.08620689655172414,5.8663947596094435,4.532880794758701,0.0016041730951947544,0.04489158409702486,NA,SERPINE1/C1RL/CASP8/MMP14/TBC1D10A,5,Factor4
GO:0050858,negative regulation of antigen receptor-mediated signaling pathway,4/279,35/18986,0.11428571428571428,7.7771633384536605,4.900848060810766,0.001669463382809303,0.04590345545146928,NA,CD160/LGALS3/CEACAM1/PTPN22,4,Factor4
GO:0050767,regulation of neurogenesis,14/279,383/18986,0.03655352480417755,2.487473913735179,3.591390101483046,0.0016784674535514274,0.04590345545146928,NA,CX3CL1/LIF/CLCF1/MIR125B1/DCT/HAPLN2/CTNNA1/ULK2/ULK1/RNF112/HES5/SPP1/RTN4R/RYK,14,Factor4
GO:0150076,neuroinflammatory response,6/279,86/18986,0.06976744186046512,4.747686921730433,4.253896861710938,0.0016790796873075427,0.04590345545146928,NA,CX3CL1/TLR3/MMP9/TYROBP/CST7/CD200R1,6,Factor4
GO:0043410,positive regulation of MAPK cascade,16/279,472/18986,0.03389830508474576,2.306785735982018,3.5109980174118847,0.0017474784087184803,0.04706193866625047,NA,PRKD2/CX3CL1/CCR1/LIF/TLR3/ARL6IP5/NOD2/IGF1R/NDRG4/SORBS3/MARCO/RYK/GADD45A/PTPN22/EDN1/RELL1,16,Factor4
GO:0043123,positive regulation of canonical NF-kappaB signal transduction,10/279,223/18986,0.04484304932735426,3.0515775431152257,3.763522857692235,0.0017636334555942738,0.04706193866625047,NA,CX3CL1/LGALS1/TLR3/NOD2/CASP8/BCL10/TRADD/EDN1/SLC44A2/GAPDH,10,Factor4
GO:0051495,positive regulation of cytoskeleton organization,9/279,186/18986,0.04838709677419355,3.29275060700659,3.8374231732929,0.001767907261665059,0.04706193866625047,NA,CX3CL1/EVL/MTSS1/MAPRE1/DCTN1/ADD3/SORBS3/GIT1/EDN1,9,Factor4
GO:0008625,extrinsic apoptotic signaling pathway via death domain receptors,6/279,87/18986,0.06896551724137931,4.693115807687555,4.216367619357565,0.0017816516692568854,0.04706193866625047,NA,SERPINE1/ARHGEF2/CASP8/LGALS3/RFFL/TRADD,6,Factor4
GO:0001909,leukocyte mediated cytotoxicity,8/279,151/18986,0.052980132450331126,3.6053075078924253,3.9252740360861424,0.0017888501500341201,0.04706193866625047,NA,TREM1/CD160/CEACAM1/TYROBP/HLA-A/CD2/AP1G1/HLA-B,8,Factor4
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,7/279,118/18986,0.059322033898305086,4.036875037968532,4.041199782619934,0.0018081273352625168,0.04706193866625047,NA,LIF/CASS4/NOD2/ARHGEF2/HES5/ITGA5/PARP14,7,Factor4
GO:0072330,monocarboxylic acid biosynthetic process,10/279,224/18986,0.044642857142857144,3.0379544290834617,3.7470047279150993,0.001822704231090148,0.04706193866625047,NA,LTC4S/OSBPL7/GSTM2/CEACAM1/ELOVL1/NDUFAB1/UST/EDN1/GPX4/MIR182,10,Factor4
GO:0007159,leukocyte cell-cell adhesion,15/279,430/18986,0.03488372093023256,2.3738434608652166,3.5191244549651226,0.0018326699433692932,0.04706193866625047,NA,LGALS1/SHB/CD160/NOD2/HLA-DMB/LGALS3/ITGA5/ST3GAL4/HLA-A/BCL10/PTPN22/STAT5A/SPN/HAS2/NLRP3,15,Factor4
GO:0036314,response to sterol,4/279,36/18986,0.1111111111111111,7.561131023496615,4.812056113745565,0.001856692552889613,0.04706193866625047,NA,GRAMD1B/OSBPL7/MLC1/MIR182,4,Factor4
GO:0002687,positive regulation of leukocyte migration,8/279,152/18986,0.05263157894736842,3.581588379551028,3.902499334767571,0.0018647519287691029,0.04706193866625047,NA,CX3CL1/CCR1/SERPINE1/LGALS3/ITGA2B/MMP14/EDN1/SPN,8,Factor4
GO:0002707,negative regulation of lymphocyte mediated immunity,5/279,60/18986,0.08333333333333333,5.6708482676224605,4.425346651533961,0.001867116868863623,0.04706193866625047,NA,NOD2/CEACAM1/HLA-A/SPN/HLA-B,5,Factor4
